order_id,customer_id,region,channel,product,qty,unit_price,revenue,order_date,notes
1031,39,Norte,retail,CAFE PREMIUM,2,15500.0,31000.0,2025-08-30,
1032,34,Norte,retail,Café Tradicional,6,12000.0,0,20-04-2025,
1033,49,Oeste,partner,CAFE PREMIUM,5,9900.0,49500.0,2025-04-18,
1034,8,Bogotá,partner,CAFE PREMIUM,4,18000.0,72000.0,2025-01-24,
1035,14,Este,Retail ,CAFE PREMIUM,4,,70000.0,02/28/2025,
1036,27,Este,Retail ,Café premium,7,15500.0,108500.0,07/18/2025,
1037,42,Este,retail,Café Premium,3,17500.0,52500.0,04-01-2025,
1038,27,Norte,retail,Café Tradicional,3,12000.0,0,2025/09/01,
1039,6,Sur,retail,café premium,6,18000.0,108000.0,2025/12/09,
1040,16,Norte,WEB,café premium,7,15500.0,108500.0,2025-03-28,
1041,7,Oeste,WEB,CAFE PREMIUM,3,17500.0,52500.0,17-06-2025,
1042,48,Sur,retail,cafe tradicional,5,15500.0,77500.0,08/15/2025,
1043,45,Sur, partner,cafe tradicional,2,12000.0,24000.0,2025-07-14,Revisar
1044,15,Este, partner,cafe tradicional,2,17500.0,35000.0,2025/02/03,
1045,42,Bogotá,retail,cafe tradicional,1,9900.0,9900.0,21/06/2025,
1046,2,Centro,partner,Café Tradicional,3,15500.0,46500.0,2025-11-20,
1047,37,Centro,partner,Café premium,1,17500.0,17500.0,12/12/2025,
1048,2,Norte,web,Café Tradicional ,7,12000.0,84000.0,2025-09-30,
1049,18,Oeste,Retail ,cafe tradicional,1,12000.0,12000.0,13/04/2025,
1050,49,,retail,cafe tradicional,4,9900.0,39600.0,2025-06-08,
1051,46,Norte,retail,Café premium,2,12000.0,24000.0,2025/01/07,
1052,48,Norte,retail,Café Tradicional,7,18000.0,126000.0,10/07/2025,
1053,21,Sur, partner,Café Tradicional ,1,18000.0,18.000,2025/01/31,
1054,41,Norte,partner,Café Premium,4,17500.0,70000.0,30/01/2025,
1055,48,Sur,web,CAFE PREMIUM,4,18000.0,72000.0,25-04-2025,
1056,26,Sur, partner,cafe tradicional,4,12000.0,48000.0,08/06/2025,
1057,8,Oeste, partner,Café Premium,6,12000.0,72000.0,,
1058,1,Bogotá,web,Café Tradicional,2,17500.0,35000.0,27-09-2025,
1059,22,Este,WEB,café premium,6,12000.0,72000.0,2025-08-31,  urgente
1060,15,Centro,retail,Café Tradicional ,4,15500.0,62000.0,05/02/2025,N/A
1061,38,Oeste, partner,cafe tradicional,6,18000.0,108000.0,04/16/2025,
1062,6,Este, partner,CAFE PREMIUM,1,9999999.0,0,18-12-2025,
1063,14,Este,WEB,Café premium,2,15500.0,31000.0,2025/12/30,
1064,42,Centro, partner,Café Premium,7,12000.0,0,06/23/2025,
1065,18,Norte,retail,Café Tradicional ,3,15500.0,46500.0,2025-12-04,
1066,45,Bogotá,WEB,Café Premium,2,15500.0,31000.0,2025-07-30,
1067,23,Norte,WEB,Café Premium,5,12000.0,60000.0,2025-03-13,
1068,41,Norte,partner,Café Tradicional,4,18000.0,72000.0,21/10/2025,
1069,41,Sur, partner,Café Tradicional,6,17500.0,105000.0,17-10-2025,
1070,27,Norte,partner,Café premium,7,15500.0,108500.0,25/03/2025,
1071,32,Oeste, partner,CAFE PREMIUM,2,12000.0,24000.0,03/01/2025,
1072,46,Oeste, partner,Café Premium,1,17500.0,17.500,2025-02-08,
1073,20,Bogotá,Retail ,Café Premium,6,17500.0,105000.0,20-10-2025,
1074,12,Bogotá,retail,Café Tradicional ,5,18000.0,90000.0,2025/08/18,
1075,31,Centro,Retail ,Café Premium,6,9900.0,59400.0,04/28/2025,
1076,48,Bogotá, partner,CAFE PREMIUM,6,15500.0,93000.0,2025/09/08,
1077,13,Sur,web,Café Premium,4,9900.0,39600.0,03/02/2025,  urgente
1078,30,Sur,partner,CAFE PREMIUM,4,15500.0,62000.0,26/09/2025,
1079,22,Este,retail,Café Tradicional ,2,15500.0,31000.0,17-10-2025,
1080,33,Bogotá, partner,CAFE PREMIUM,6,15500.0,93000.0,06/18/2025,
1081,48,Bogotá,partner,Café Tradicional,2,17500.0,35000.0,07/21/2025,
1082,38,Oeste,web,Café premium,2,18000.0,36000.0,13/01/2025,
1083,30,Centro,WEB,cafe tradicional,7,12000.0,84000.0,2025/12/14,
1084,32,Norte,WEB,Café Tradicional ,5,12000.0,60000.0,10-07-2025,
1085,36,Norte, partner,cafe tradicional,2,17500.0,35000.0,05/29/2025,
1086,22,Centro, partner,Café Tradicional ,7,17500.0,122500.0,02/02/2025,
1087,36,Oeste,web,Café Premium,4,18000.0,72000.0,2025-03-03,
1088,7,Oeste,web,Café Tradicional,4,9900.0,39600.0,09/05/2025,
1089,36,Centro, partner,Café Tradicional ,4,9900.0,39600.0,03/28/2025,
1090,7,Bogotá, partner,café premium,6,12000.0,72000.0,2025-09-21,
1091,24,Oeste,Retail ,CAFE PREMIUM,7,18000.0,126000.0,2025/03/18,
1092,36,Este,Retail ,cafe tradicional,6,18000.0,108000.0,20/08/2025,
1093,39,Este,WEB,Café premium,3,12000.0,36000.0,2025-12-17,
1094,5,Bogotá,WEB,CAFE PREMIUM,6,15500.0,93000.0,2025/02/16,
1095,9,Oeste, partner,cafe tradicional,3,18000.0,54.000,08/12/2025,
1096,7,Este,WEB,cafe tradicional,1,18000.0,18000.0,05-11-2025,N/A
1097,21,Norte,retail,cafe tradicional,7,18000.0,0,2025-02-14,
1098,24,Oeste,web,Café Tradicional ,4,12000.0,48000.0,02/04/2025,
1099,36,Centro,partner,Café premium,7,9900.0,69300.0,04/26/2025,
1100,1,Sur,WEB,cafe tradicional,6,18000.0,108000.0,2025-07-18,
1101,20,Bogotá,web,cafe tradicional,5,15500.0,77500.0,11-10-2025,
1102,3,Norte,  WEB  ,cafe tradicional,1,18000.0,18000.0,2025/02/19,
1103,31,Norte,Retail ,cafe tradicional,7,12000.0,84000.0,31/03/2025,
1104,23,Norte,  WEB  ,Café Tradicional ,6,12000.0,72000.0,06-01-2025,
1105,15,Oeste, partner,Café Premium,1,9999999.0,12000.0,2025-02-27,
1106,41,Oeste,  WEB  ,Café Tradicional ,7,15500.0,108500.0,16-04-2025,
1107,12,Norte,Retail ,Café Tradicional ,7,17500.0,122500.0,2025/02/13,
1108,42,Centro,Retail ,cafe tradicional,4,12000.0,48000.0,16/06/2025,
1109,6,Norte,Retail ,Café Tradicional,-1,18000.0,72000.0,2025/07/20,
1110,5,Bogotá,partner,Café Premium,6,18000.0,108000.0,2025-01-20,
1111,1,Sur,web,Café Tradicional ,4,17500.0,70000.0,2025/10/01,
1112,25,Norte,web,Café Tradicional,1,12000.0,12000.0,21-03-2025,
1113,23,Centro,partner,Café premium,3,12000.0,36000.0,2025-10-09,
1114,19,Bogotá,WEB,CAFE PREMIUM,4,18000.0,72000.0,2025/04/03,
1115,43,Oeste,partner,Café Premium,2,17500.0,35000.0,17/07/2025,Revisar
1116,21,Oeste,WEB,Café Tradicional ,2,18000.0,36000.0,11-06-2025,
1117,8,Norte,partner,Café Tradicional,5,9900.0,49500.0,11/30/2025,
1118,7,Norte, partner,Café Premium,7,15500.0,108500.0,04/02/2025,
1119,31,Este,Retail ,Café Tradicional,3,18000.0,54000.0,12/21/2025,
1025,18,Bogotá,partner,Café Tradicional ,4,15500.0,62000.0,06-10-2025,
1047,37,,partner,Café premium,1,17500.0,17500.0,12/12/2025,
1017,30,Norte,partner,CAFE PREMIUM,7,15500.0,108500.0,04/11/2025,
1113,23,Centro,partner,Café premium,3,12000.0,36000.0,2025-10-09,
1099,36,Centro,partner,Café premium,7,9900.0,69300.0,04/26/2025,
